model,node,prompt_id,prompt_type,n_shown,papers_shown,papers_selected,n_selected,cited_not_shown,n_cited_not_shown,n_fabricated,hallucination_rate
gpt-4.1-mini,2,N2P40,position paper,30,SEED_100; N0P118; N1P65; N1P106; N0P0; N1P89; N0P52; SEED_83; N1P64; N1P54; N0P47; N0P8; SEED_74; N0P96; N1P3; N1P90; N1P93; N0P29; N1P91; N1P67; N1P101; N0P89; N1P60; N0P28; N1P75; N0P97; SEED_4; N1P16; N0P34; N0P38,N0P118; N1P65; N0P47; N1P106; N1P91; N0P97; N1P90; N1P67; N1P16; N0P0,10,,0,0,0.0
gpt-4.1-mini,2,N2P41,position paper,30,N0P90; N1P15; N0P23; N0P33; N0P0; N0P1; N0P108; N0P100; N0P4; N0P37; N1P85; N1P26; N1P29; N1P33; SEED_36; SEED_46; SEED_119; SEED_7; SEED_43; SEED_110; N1P18; N0P16; N1P31; N1P111; N0P15; N1P75; SEED_10; N0P68; N0P98; SEED_35,N0P90; N1P15; N0P23; N0P0; N0P33; N0P16; N1P33; N1P29; N0P108; N0P100,10,,0,0,0.0
gpt-4.1-mini,2,N2P42,position paper,30,SEED_28; N1P34; N1P116; SEED_88; N0P88; N0P30; N0P73; N0P99; SEED_9; N0P114; SEED_14; N1P56; N1P73; N1P88; N1P100; SEED_113; SEED_29; N1P99; N1P68; SEED_47; SEED_76; SEED_17; N1P114; N0P115; SEED_31; N1P19; N1P8; N0P117; N0P74; N0P1,SEED_113; N1P34; N1P116; N0P88; N0P74; N0P114; SEED_47; N0P99; SEED_14; N0P73,10,,0,0,0.0
gpt-4.1-mini,2,N2P43,literature review,30,SEED_117; N0P110; N0P52; N0P9; N1P50; N1P8; SEED_67; N0P81; SEED_41; N0P115; SEED_4; SEED_33; SEED_64; N0P64; N0P22; N0P91; N1P34; N1P0; N0P0; N0P93; N0P32; SEED_35; SEED_72; SEED_20; SEED_102; N1P61; SEED_12; SEED_103; SEED_68; SEED_42,N0P110; N0P52; N0P9; N1P50; N1P8; N0P22; N0P93; N0P81; SEED_103; SEED_20,10,,0,0,0.0
gpt-4.1-mini,2,N2P44,position paper,30,N0P97; SEED_14; SEED_87; N0P49; N0P92; SEED_64; SEED_29; N0P55; N0P3; SEED_44; N1P18; N1P50; N1P15; SEED_56; SEED_105; N1P43; N0P69; N1P99; N0P28; N0P58; SEED_36; SEED_0; N0P52; N1P96; N0P7; N0P37; N0P103; N0P17; SEED_30; N1P61,N0P97; N1P50; N0P92; N1P18; SEED_0; SEED_44; SEED_14; SEED_64; N0P55; SEED_87,10,,0,0,0.0
gpt-4.1-mini,2,N2P45,position paper,30,N0P69; SEED_35; N0P119; N0P25; SEED_14; SEED_77; SEED_65; SEED_4; N0P41; N1P75; SEED_19; N1P90; SEED_102; N0P12; SEED_7; SEED_46; N0P83; SEED_44; SEED_118; SEED_17; N1P94; N1P45; N0P71; N1P57; N1P102; N1P105; SEED_117; N0P93; N1P42; SEED_47,N0P69; N0P119; N0P25; N1P75; SEED_14; N0P83; SEED_77; SEED_65; SEED_118; SEED_47,10,,0,0,0.0
gpt-4.1-mini,2,N2P46,position paper,30,N0P108; N1P8; N1P101; SEED_116; N0P54; SEED_75; N0P85; N0P88; N1P115; SEED_63; N0P96; SEED_103; N1P47; N0P86; N0P31; N0P65; SEED_28; N0P112; N0P37; N1P41; N0P53; N0P50; N0P58; SEED_77; SEED_43; N1P40; N1P10; N1P16; N0P101; SEED_80,N0P108; N1P101; N0P88; SEED_116; N1P115; N0P65; SEED_103; N0P31; SEED_63; N0P54,10,,0,0,0.0
gpt-4.1-mini,2,N2P47,literature review,30,N0P51; SEED_13; N0P107; N1P46; N1P50; N1P56; SEED_100; SEED_104; N0P94; N1P3; N1P73; N1P72; SEED_26; SEED_10; N0P91; SEED_98; N1P52; N0P48; N0P88; N0P7; SEED_77; N0P95; SEED_36; N0P102; N1P75; SEED_15; N1P98; N1P100; SEED_76; N0P38,N0P51; N0P107; N1P46; N0P91; SEED_98; SEED_13; SEED_15; N0P95; N1P72; SEED_10,10,,0,0,0.0
gpt-4.1-mini,2,N2P48,position paper,30,N0P78; N0P64; N1P32; N0P74; N0P81; N1P61; N1P4; N0P19; N1P119; N0P73; N1P101; SEED_110; N1P40; SEED_81; N0P76; N1P83; SEED_111; SEED_100; N0P52; SEED_43; SEED_9; SEED_61; N1P9; N1P112; N1P67; SEED_51; SEED_108; N0P79; N0P118; SEED_97,N0P78; N0P64; N1P32; N0P81; N1P4; N1P101; SEED_61; N1P119; N1P9; SEED_43,10,,0,0,0.0
gpt-4.1-mini,2,N2P49,literature review,30,N1P76; SEED_48; SEED_22; SEED_113; SEED_29; SEED_83; N1P79; N0P2; N1P47; SEED_64; N0P66; SEED_93; N1P110; SEED_116; SEED_71; SEED_52; N1P30; N1P12; N0P39; N1P86; N0P37; SEED_90; N1P1; N0P69; N0P12; N0P38; N0P27; N1P15; N0P84; N1P118,N1P76; N1P79; N1P110; N1P118; N1P30; SEED_22; N1P12; SEED_48; N0P66; N0P2,10,,0,0,0.0
gpt-4.1-mini,2,N2P5,position paper,30,N1P73; N0P68; N1P34; N0P66; SEED_113; N1P70; SEED_60; SEED_56; N1P36; SEED_24; SEED_30; N0P79; N1P104; N0P67; N1P115; SEED_107; SEED_100; N0P12; SEED_94; N1P97; SEED_52; N1P75; N0P57; SEED_12; N0P108; N0P31; N0P24; N1P95; N0P95; N1P23,N1P73; N1P34; N1P23; N0P66; N1P115; N0P57; SEED_107; SEED_24; N1P36; SEED_56,10,,0,0,0.0
gpt-4.1-mini,2,N2P50,literature review,30,N1P93; SEED_113; N1P68; N0P96; N1P53; N1P114; N1P104; SEED_111; N1P97; SEED_10; N0P40; N0P11; N0P108; N1P7; SEED_15; N0P50; SEED_17; N1P103; N1P14; N1P0; N0P117; N0P13; N1P30; N1P1; SEED_83; SEED_32; N0P52; SEED_7; N0P93; N0P25,N1P114; N1P93; SEED_15; N1P103; N1P53; N1P68; SEED_17; N1P1; N1P97; N0P52,10,,0,0,0.0
gpt-4.1-mini,2,N2P51,position paper,30,SEED_64; N0P0; SEED_39; N0P96; N0P88; SEED_86; N1P0; N0P69; N0P6; N0P20; N0P50; SEED_80; N0P119; SEED_8; SEED_12; SEED_40; N1P79; N0P84; N1P117; N1P53; SEED_97; N0P1; N0P87; N1P108; N0P73; N0P42; N1P24; SEED_84; SEED_114; SEED_110,N1P108; N0P0; N1P0; N0P69; N1P53; SEED_39; SEED_86; SEED_64; N0P88; N1P117,10,,0,0,0.0
gpt-4.1-mini,2,N2P52,literature review,30,N0P42; SEED_68; N0P22; N0P106; SEED_11; N1P98; N1P85; N0P44; SEED_8; N1P3; N0P94; N1P26; N1P83; SEED_75; SEED_39; N0P2; N1P53; N1P79; N1P22; SEED_9; SEED_70; N1P107; N0P68; N1P110; N1P46; SEED_104; N0P15; N0P3; N0P69; N1P63,N0P42; N0P22; N1P107; N1P83; N1P79; N1P3; SEED_68; SEED_8; N0P106; N1P53,10,,0,0,0.0
gpt-4.1-mini,2,N2P53,position paper,30,SEED_66; SEED_73; N0P114; N1P39; N1P40; SEED_77; SEED_17; SEED_2; N0P24; SEED_85; N1P53; SEED_115; SEED_27; N0P43; N0P62; N1P68; SEED_63; N1P101; SEED_25; SEED_52; N1P20; N0P22; N1P5; N1P46; SEED_58; N0P73; SEED_14; N1P78; N0P46; N1P92,N1P39; N1P40; N0P114; N1P92; SEED_58; N0P46; N0P22; SEED_14; SEED_17; SEED_27,10,,0,0,0.0
gpt-4.1-mini,2,N2P54,literature review,30,N0P78; N1P6; SEED_69; N1P99; N0P107; SEED_93; N1P42; N1P45; N1P48; N0P40; N0P65; SEED_41; N1P78; SEED_20; N1P19; N0P12; N1P81; N1P115; SEED_21; SEED_11; N1P74; SEED_65; N0P61; SEED_85; N1P77; N1P28; N1P53; N0P95; N1P3; SEED_98,N0P78; N1P6; N1P48; SEED_98; SEED_69; SEED_20; SEED_85; SEED_65; N1P53; N0P40,10,,0,0,0.0
gpt-4.1-mini,2,N2P55,position paper,30,N0P112; N0P1; N0P2; SEED_16; N1P5; N1P78; N1P83; N0P12; SEED_44; N1P0; N0P8; SEED_27; N0P84; SEED_70; N0P85; SEED_25; SEED_18; N1P13; N1P29; N1P100; N0P6; N0P4; SEED_5; N0P52; SEED_90; SEED_118; N0P97; N0P23; N0P90; N1P17,N0P112; N0P1; N1P5; N1P78; N1P83; N1P100; N1P29; SEED_25; SEED_27; SEED_70,10,,0,0,0.0
gpt-4.1-mini,2,N2P56,literature review,30,N0P8; SEED_110; SEED_24; N1P94; N0P20; SEED_100; N0P113; SEED_92; SEED_94; SEED_2; N1P90; SEED_21; N0P106; N0P68; N0P92; N0P6; N1P66; SEED_81; N1P56; N1P71; N1P11; SEED_50; N1P95; SEED_89; N0P70; N1P33; N1P87; N0P49; N0P82; N0P59,N1P94; N0P8; SEED_24; N1P33; N0P20; N1P11; SEED_94; N0P59; N0P106; N0P49,10,Phan(2020),1,1,0.0417
gpt-4.1-mini,2,N2P57,literature review,30,N0P108; N1P15; SEED_21; N0P62; N0P117; N1P59; SEED_33; N1P64; SEED_113; N1P66; N0P76; N1P13; N0P99; N1P67; N1P37; SEED_115; N0P55; N0P36; SEED_10; N0P57; N0P4; N0P100; SEED_105; N1P81; N1P98; N1P16; SEED_70; SEED_59; N0P3; N1P63,N0P108; N1P15; N0P62; N0P117; N1P16; SEED_10; N0P55; SEED_21; N0P76; SEED_105,10,Phan(2020); Ramsey(2024),2,2,0.1
gpt-4.1-mini,2,N2P58,position paper,30,N0P46; SEED_70; SEED_29; N0P56; N1P77; SEED_35; N1P87; N1P117; SEED_2; N1P30; N0P88; N1P33; N1P118; N0P64; N1P99; SEED_10; SEED_114; N0P30; N1P13; N1P108; SEED_82; N0P10; SEED_1; SEED_76; N0P68; SEED_36; N0P102; N0P62; N0P99; N1P109,N0P46; N0P99; N1P13; N0P56; N1P109; N1P87; N1P117; N0P62; N0P88; N1P118,10,,0,0,0.0
gpt-4.1-mini,2,N2P59,literature review,30,N0P93; SEED_97; N1P29; N0P112; SEED_100; SEED_37; SEED_99; N1P79; SEED_64; SEED_7; N0P67; SEED_70; SEED_49; N0P53; N0P109; N1P76; N1P42; N1P1; SEED_81; N1P21; N1P52; SEED_93; SEED_71; N1P20; SEED_51; SEED_61; N0P108; N0P51; N1P118; N0P22,N1P29; N0P93; N0P112; SEED_49; SEED_61; N0P108; N0P67; SEED_51; N0P109; SEED_99,10,,0,0,0.0
gpt-4.1-mini,2,N2P6,position paper,30,N1P22; SEED_15; N0P50; N1P26; N0P59; SEED_100; N1P67; SEED_76; SEED_0; SEED_54; N0P62; SEED_5; N1P43; N0P75; N0P3; N0P104; SEED_115; SEED_4; SEED_11; N0P76; SEED_28; SEED_71; SEED_88; N0P94; N1P36; N1P63; SEED_42; SEED_7; N0P6; SEED_27,N1P22; N0P50; SEED_15; N1P26; N0P75; N0P3; SEED_54; SEED_0; N0P104; SEED_27,10,,0,0,0.0
gpt-4.1-mini,2,N2P60,literature review,30,N1P16; SEED_63; N0P98; N1P23; N1P52; N0P99; SEED_25; SEED_27; N1P31; SEED_46; N0P25; N1P89; N0P6; SEED_33; SEED_88; N1P42; N1P96; N0P100; N0P47; N0P62; SEED_12; N1P5; N1P85; SEED_108; SEED_55; SEED_34; N0P85; N1P68; N1P118; N0P14,N1P16; N0P98; N1P23; N1P52; N0P99; N1P42; SEED_25; N0P47; SEED_27; SEED_55,10,,0,0,0.0
gpt-4.1-mini,2,N2P61,position paper,30,N0P75; N0P106; N1P48; N1P69; N0P7; N1P88; N1P81; N0P0; N0P17; SEED_116; SEED_88; N0P21; N1P8; SEED_90; N0P68; SEED_85; N0P45; N1P109; N0P82; N1P74; N1P26; SEED_18; N0P113; N0P94; N1P19; SEED_16; SEED_33; N1P10; N0P3; N1P45,N0P75; N1P48; N0P106; N1P88; N1P81; N0P3; N0P82; N0P17; SEED_85; N1P74,10,,0,0,0.0
gpt-4.1-mini,2,N2P62,position paper,30,SEED_97; N0P42; N0P66; N1P75; N0P31; N0P54; N0P103; N0P76; SEED_103; N0P93; N0P71; SEED_79; N0P53; N1P116; SEED_99; N0P119; SEED_41; SEED_66; N1P65; N0P4; N0P19; N0P102; SEED_96; N0P94; N0P44; N1P86; N1P51; N1P111; N0P63; SEED_112,N0P42; N1P75; N0P31; N0P53; N0P119; N0P66; SEED_103; N0P19; N1P65; SEED_99,10,,0,0,0.0
gpt-4.1-mini,2,N2P63,literature review,30,N1P65; N0P64; SEED_12; N1P41; N1P68; SEED_91; N0P82; N1P119; N1P61; N1P97; N1P43; N0P86; N1P77; N0P84; SEED_28; N1P101; N0P65; N1P105; N1P66; N0P22; SEED_98; N0P1; N0P87; N1P58; N1P23; N0P57; N1P0; N0P79; N1P90; SEED_2,N1P65; N1P97; N0P22; N0P86; N1P66; N1P101; SEED_98; N1P68; SEED_12; SEED_91,10,Phan(2020),1,1,0.0476
gpt-4.1-mini,2,N2P64,literature review,30,N1P1; N0P5; N0P4; SEED_52; N0P39; N1P15; N0P112; N1P32; SEED_21; N1P86; SEED_67; SEED_106; N0P29; SEED_46; N1P88; SEED_20; SEED_62; N1P64; N1P29; SEED_58; N0P100; SEED_118; SEED_49; SEED_74; SEED_90; N0P74; SEED_72; N0P43; N0P113; N1P38,N1P1; N0P5; N0P4; SEED_58; N0P39; SEED_106; N1P29; N0P112; N1P88; SEED_20,10,,0,0,0.0
gpt-4.1-mini,2,N2P65,position paper,30,N1P110; SEED_57; N0P85; N0P15; N1P45; N1P67; N0P0; N0P56; N1P25; N1P82; N0P46; N0P4; SEED_85; N1P74; SEED_104; SEED_64; N0P61; N1P53; N1P50; N1P69; N0P110; N0P83; N1P114; SEED_32; SEED_10; N0P89; N1P36; SEED_103; SEED_29; N0P76,N1P110; N1P45; N1P36; N0P15; N1P53; SEED_57; SEED_32; SEED_85; SEED_103; N1P82,10,,0,0,0.0
gpt-4.1-mini,2,N2P66,literature review,30,SEED_52; N1P11; N1P15; SEED_94; SEED_65; N1P105; N1P95; N0P6; SEED_95; N1P49; N1P109; N1P118; N0P35; N1P97; N1P66; N1P119; SEED_0; N0P11; N1P114; SEED_21; N0P54; SEED_8; SEED_15; N0P25; SEED_9; SEED_73; N0P14; N0P7; N0P75; SEED_88,N1P11; N1P105; N1P49; SEED_15; N1P114; N1P109; SEED_0; SEED_94; N0P35; SEED_8,10,Philips(2019); Hidalgo(2024); Byard(2022),3,3,0.1304
gpt-4.1-mini,2,N2P67,position paper,30,SEED_119; SEED_1; N0P97; SEED_27; N0P51; SEED_78; N0P7; N0P115; SEED_28; N1P88; N0P6; N1P93; SEED_21; N0P75; N0P89; N1P23; N0P72; N0P34; N1P61; N0P103; N1P32; N1P90; SEED_76; SEED_9; SEED_13; SEED_116; N0P4; N1P83; SEED_4; N0P114,SEED_119; N0P4; N1P23; N0P75; N1P83; N0P97; N1P88; N0P103; N0P51; N1P90,10,,0,0,0.0
gpt-4.1-mini,2,N2P68,literature review,30,SEED_89; N0P86; SEED_118; SEED_53; N0P9; SEED_20; SEED_97; N0P1; N0P118; N1P70; SEED_33; N1P106; N1P96; N0P19; N0P98; N0P107; N1P11; N1P73; N0P67; SEED_112; N1P109; N1P57; N0P2; N0P46; SEED_7; SEED_16; N0P78; N0P35; N1P59; N1P102,N0P9; N1P106; N1P57; N0P86; N0P107; SEED_33; N1P109; SEED_20; N0P118; SEED_53,10,,0,0,0.0
gpt-4.1-mini,2,N2P69,literature review,30,N1P40; N1P23; N0P0; SEED_62; N0P62; SEED_90; SEED_80; SEED_61; N1P62; SEED_74; N0P13; SEED_41; N0P32; N0P16; N0P51; SEED_107; SEED_22; N0P20; N0P64; N1P14; N0P80; N0P96; SEED_116; SEED_96; N0P40; SEED_11; SEED_53; SEED_13; N0P72; N0P10,N1P40; N1P23; N0P0; N0P32; SEED_61; SEED_22; SEED_13; SEED_80; SEED_74; SEED_62,10,,0,0,0.0
gpt-4.1-mini,2,N2P7,position paper,30,N1P104; N1P1; N1P51; N0P50; N0P94; N1P11; N1P75; N0P9; N0P80; N0P116; N0P20; SEED_32; N1P31; N0P57; N0P58; SEED_34; N0P62; N1P112; N0P89; N1P76; SEED_65; SEED_116; N1P9; SEED_105; SEED_56; SEED_21; SEED_17; SEED_100; SEED_70; N1P116,N1P104; N1P1; N1P51; N0P57; N1P116; SEED_17; N0P50; N1P11; SEED_34; N0P62,10,,0,0,0.0
gpt-4.1-mini,2,N2P70,position paper,30,N0P83; N1P60; N1P52; N1P32; N1P26; N1P62; N1P114; N1P76; SEED_85; N0P43; N1P108; N1P21; N0P70; N0P74; N0P55; SEED_0; N1P87; SEED_38; N1P24; N1P65; N0P84; N0P18; N1P117; N0P26; N0P24; SEED_58; N0P79; N1P49; N1P92; N0P93,N0P83; N1P60; N1P52; N1P32; N1P114; N0P43; N1P76; N1P117; SEED_0; N0P18,10,,0,0,0.0
gpt-4.1-mini,2,N2P71,position paper,30,N0P0; N1P62; N0P56; N0P76; N0P20; N0P88; N0P4; N0P95; SEED_108; N1P103; N1P118; N0P33; N0P68; N0P54; N0P70; N0P111; N1P27; SEED_9; SEED_91; N0P113; N0P8; SEED_58; N0P110; N1P49; N0P64; N1P50; N1P19; SEED_86; N1P111; N0P14,N0P0; N1P62; N0P56; N0P76; N1P19; N1P103; N0P95; N0P54; N0P88; N0P20,10,Hughes(2017),1,1,0.0455
gpt-4.1-mini,2,N2P72,position paper,30,SEED_92; SEED_19; N0P15; N1P65; N0P35; N1P113; N0P60; N0P41; SEED_71; N1P21; SEED_117; SEED_115; N1P73; N0P17; SEED_46; N0P113; N0P74; N1P94; N1P53; N0P31; N1P104; SEED_76; N0P70; SEED_7; N1P63; SEED_83; N1P72; SEED_111; SEED_42; N0P80,N0P15; N1P65; N1P113; N0P35; N1P73; N0P17; N0P31; SEED_19; SEED_92; N0P113,10,,0,0,0.0
gpt-4.1-mini,2,N2P73,position paper,30,N0P117; N0P42; SEED_60; N0P57; N1P58; N1P34; SEED_104; SEED_43; SEED_61; SEED_47; N1P116; SEED_33; N1P59; SEED_54; N1P56; SEED_64; SEED_81; N0P55; SEED_22; N1P40; SEED_78; SEED_0; SEED_31; N0P56; N1P43; N0P36; N1P45; N1P88; SEED_101; N0P115,N0P117; N0P42; N1P58; SEED_22; SEED_61; SEED_0; SEED_54; SEED_60; SEED_47; SEED_43,10,,0,0,0.0
gpt-4.1-mini,2,N2P74,position paper,30,SEED_64; N0P13; N0P78; N0P65; SEED_91; N1P74; N0P26; SEED_83; N1P41; N0P74; N1P19; SEED_107; N1P10; N1P28; SEED_25; N1P34; N1P68; SEED_13; N0P66; N1P64; SEED_46; SEED_39; N1P67; SEED_5; N0P110; N1P114; SEED_68; N1P58; N1P110; N1P2,N0P13; N0P65; N1P34; N1P64; SEED_13; SEED_25; SEED_64; N1P58; SEED_83; N1P114,10,McKee(2021),1,1,0.0476
gpt-4.1-mini,2,N2P75,literature review,30,N1P34; SEED_22; N0P53; N1P29; N1P51; SEED_110; N1P65; N1P54; N0P44; N1P17; N0P105; SEED_96; N0P78; SEED_21; N1P107; SEED_105; N1P84; N1P68; SEED_11; SEED_73; N0P4; N1P7; N1P102; N1P45; N0P3; N0P99; N0P39; N1P5; N0P13; N0P117,N1P34; N1P107; SEED_22; N0P99; N0P3; N1P51; N0P53; N1P17; SEED_96; SEED_105,10,,0,0,0.0
gpt-4.1-mini,2,N2P76,position paper,30,N1P27; SEED_29; N1P52; N1P19; SEED_43; N0P21; N1P20; N1P4; SEED_54; N1P33; N1P84; N0P99; SEED_76; N1P110; N1P107; SEED_68; SEED_27; SEED_56; N1P44; N1P115; N0P105; N0P68; N1P10; N1P34; N0P26; SEED_108; N0P42; N0P29; N0P28; SEED_11,N1P27; N1P52; N1P19; N1P20; N1P33; N0P21; N1P10; SEED_27; SEED_43; N1P4,10,,0,0,0.0
gpt-4.1-mini,2,N2P77,literature review,30,N1P54; N0P38; SEED_21; N0P49; SEED_42; N0P48; SEED_22; N1P60; N0P42; N0P102; SEED_8; N0P114; SEED_90; SEED_97; N1P14; N1P74; SEED_86; N1P105; N1P50; N0P100; SEED_33; N0P81; SEED_69; N0P94; SEED_3; N1P0; N1P43; SEED_50; SEED_58; N0P113,N1P54; N0P38; N0P49; N1P105; N0P81; N0P114; SEED_22; SEED_8; N1P60; N0P100,10,Farrel(2023),1,1,0.0455
gpt-4.1-mini,2,N2P78,literature review,30,SEED_91; N1P98; N0P65; N1P61; SEED_4; SEED_109; N1P80; N1P9; SEED_55; N1P38; N0P57; SEED_7; N1P63; N1P47; N1P112; N0P89; SEED_8; N1P89; N0P0; N1P105; SEED_99; SEED_72; SEED_62; N0P8; N0P39; SEED_114; N1P115; SEED_53; SEED_13; N1P71,N1P98; N0P65; N1P9; SEED_91; SEED_8; N1P61; N0P89,7,,0,0,0.0
gpt-4.1-mini,2,N2P79,literature review,30,N0P40; SEED_28; N1P40; N1P75; N1P73; SEED_102; N0P23; N1P94; SEED_72; SEED_89; SEED_51; SEED_74; SEED_23; SEED_58; N0P73; N1P57; N1P58; SEED_8; SEED_47; N0P39; N0P119; N0P20; SEED_88; N0P71; SEED_93; SEED_117; N1P50; N1P86; N0P86; N1P71,N0P40; N1P40; N1P75; N0P86; SEED_58; N1P73; N1P86; SEED_28; SEED_8; SEED_23,10,,0,0,0.0
gpt-4.1-mini,2,N2P8,literature review,30,N0P7; N1P17; N0P71; SEED_36; SEED_42; N1P42; N1P19; SEED_0; SEED_111; SEED_90; N0P115; N0P29; N0P9; N0P83; N0P62; N0P32; N0P69; N1P102; N0P95; SEED_104; N0P106; N1P6; SEED_112; SEED_91; N1P115; N1P75; SEED_13; N1P38; N1P24; SEED_5,N0P7; N1P17; N1P19; N1P42; N0P69; N1P24; SEED_0; SEED_13; N0P83; N1P75,10,,0,0,0.0
gpt-4.1-mini,2,N2P80,position paper,30,N1P35; N0P80; N0P84; N0P86; SEED_94; SEED_55; N0P75; N1P26; N1P58; SEED_44; SEED_99; SEED_20; N1P1; SEED_35; N1P111; N1P17; N0P3; SEED_33; SEED_2; SEED_89; N1P34; N0P73; SEED_119; SEED_109; N1P3; N0P107; SEED_76; N1P40; N0P69; SEED_62,N1P35; N0P80; N1P3; N0P86; N0P107; SEED_55; SEED_20; N0P3; SEED_94; SEED_62,10,Novaks(2023),1,1,0.05
gpt-4.1-mini,2,N2P81,literature review,30,N0P89; N0P10; N0P37; N1P28; N0P57; N0P77; N1P4; SEED_22; N1P31; SEED_60; SEED_87; N0P30; SEED_28; N0P17; N0P81; N0P48; N1P34; N0P49; N0P63; N0P116; N1P19; N1P13; N1P106; SEED_66; N0P21; N0P54; N1P12; SEED_94; N0P68; SEED_106,N0P89; N0P57; N0P10; N1P31; SEED_22; SEED_94; N1P4; N0P77; N0P21; N1P19,10,N10P25,1,0,0.0455
gpt-4.1-mini,2,N2P82,position paper,30,N0P50; SEED_81; N0P106; N1P67; N1P15; SEED_8; SEED_74; N1P76; N1P66; N0P43; N1P113; N0P23; SEED_11; N0P88; N0P111; N0P47; N0P22; SEED_91; N1P8; N1P96; N0P15; SEED_30; N1P77; N0P75; SEED_99; SEED_89; N1P75; N0P18; N1P80; N0P55,N0P50; N1P75; N0P75; N0P106; N1P96; N0P47; SEED_8; SEED_81; SEED_74; SEED_89,10,Carroll(2021),1,1,0.0455
gpt-4.1-mini,2,N2P83,literature review,30,SEED_1; SEED_21; N1P104; SEED_24; SEED_107; N1P87; N0P44; SEED_29; N1P1; SEED_47; SEED_102; SEED_114; SEED_78; SEED_116; SEED_8; SEED_70; N1P113; N0P55; N0P22; N0P86; N1P101; SEED_27; N0P46; N1P83; SEED_64; N0P69; N1P66; N1P68; N1P53; N0P82,N1P104; N1P101; N0P22; N0P46; SEED_24; SEED_47; SEED_8; SEED_27; SEED_116; SEED_1,10,,0,0,0.0
gpt-4.1-mini,2,N2P84,literature review,30,N1P92; SEED_111; N0P1; N1P111; SEED_74; SEED_45; N0P56; N1P55; N1P27; N0P92; N0P77; N0P107; SEED_66; SEED_93; SEED_13; N0P108; N1P118; N1P102; N0P15; SEED_20; N0P30; N1P2; N1P11; SEED_48; N1P110; N1P115; SEED_105; SEED_118; N1P51; N0P10,N1P92; N0P1; N1P111; N0P92; N1P2; SEED_45; N0P15; N0P56; SEED_20; SEED_74,10,,0,0,0.0
gpt-4.1-mini,2,N2P85,position paper,30,SEED_33; N0P38; N0P51; N1P88; SEED_63; N1P50; SEED_10; N0P60; N1P38; SEED_107; SEED_66; N1P2; N1P8; N0P104; SEED_95; N1P47; N0P32; N0P103; SEED_55; N0P77; N1P117; N1P25; SEED_99; N0P10; N0P78; N0P91; SEED_86; N1P74; SEED_94; N1P92,N0P38; N1P2; SEED_95; SEED_99; N1P8; N1P25; N1P88; SEED_63; N0P51; N0P77,10,,0,0,0.0
gpt-4.1-mini,2,N2P86,literature review,30,N0P105; N1P15; SEED_43; N1P82; N0P23; N0P13; N1P100; SEED_70; SEED_56; SEED_6; N0P1; N1P40; N0P59; N1P95; N1P64; N0P26; SEED_21; N0P111; SEED_54; SEED_76; N1P74; N0P50; N0P58; SEED_39; N1P109; N0P39; N1P81; N0P113; N0P83; N1P78,N0P105; N1P15; N0P113; SEED_6; N1P109; N1P74; N1P82; N0P111; N0P39; N0P26,10,Ramsey(2024),1,1,0.05
gpt-4.1-mini,2,N2P87,position paper,30,N0P4; N0P60; N1P55; N1P58; SEED_22; N1P10; N0P39; N1P21; SEED_92; SEED_117; SEED_3; N0P95; N1P92; N1P101; N1P81; N0P67; N1P56; SEED_20; N1P71; N1P40; N0P57; N0P109; N0P86; SEED_93; SEED_5; N0P65; SEED_2; N1P113; N0P55; SEED_34,N0P4; N1P10; SEED_22; N0P39; N1P55; N1P101; N0P67; N1P113; SEED_20; SEED_3,10,Donavan(2022),1,1,0.05
gpt-4.1-mini,2,N2P88,literature review,30,N0P70; SEED_47; N1P96; SEED_76; SEED_109; SEED_46; N0P95; SEED_77; N0P103; N1P117; N1P20; N1P118; N1P106; N1P81; N1P69; N0P61; N0P85; SEED_42; N0P30; N1P56; N0P35; N0P21; N0P63; N0P105; N0P92; N0P38; N1P76; N1P16; SEED_61; N1P94,N1P96; N0P70; N1P20; N1P56; SEED_61; SEED_47; SEED_46; SEED_109; SEED_77; N0P103,10,,0,0,0.0
gpt-4.1-mini,2,N2P89,literature review,30,N1P106; N0P65; N0P108; N0P26; SEED_91; SEED_18; N1P50; N1P19; SEED_119; N1P49; N0P18; N0P67; SEED_92; N0P77; N0P94; SEED_34; SEED_65; N0P36; N1P86; N1P51; SEED_117; N1P107; N0P14; SEED_66; SEED_106; N0P22; N0P112; N0P119; N0P104; N1P112,N1P106; N0P65; N1P19; N0P119; N0P18; N0P67; N0P108; N0P94; SEED_18; SEED_106,10,,0,0,0.0
gpt-4.1-mini,2,N2P9,position paper,30,N1P69; N1P47; N0P87; N0P106; N1P59; SEED_37; SEED_41; SEED_106; N1P101; SEED_28; SEED_56; N1P80; SEED_3; SEED_23; N1P35; N1P30; N0P44; N1P28; N0P6; SEED_84; N1P94; N1P108; SEED_22; N0P11; N1P75; SEED_29; N1P52; N0P47; N1P56; N0P117,N1P69; N1P47; N1P30; N1P101; N1P35; SEED_106; SEED_22; SEED_23; N0P11; N1P52,10,,0,0,0.0
